t,addresses_accumulation_count
2013-12-04,85901
2013-12-05,86927
2013-12-06,87518
2013-12-07,88577
2013-12-08,88943
2013-12-09,90098
2013-12-10,90215
2013-12-11,90655
2013-12-12,91440
2013-12-13,91232
2013-12-14,87061
2013-12-15,86352
2013-12-16,86934
2013-12-17,87797
2013-12-18,88666
2013-12-19,89069
2013-12-20,88128
2013-12-21,88402
2013-12-22,88259
2013-12-23,88283
2013-12-24,88855
2013-12-25,89319
2013-12-26,89715
2013-12-27,90181
2013-12-28,90365
2013-12-29,89449
2013-12-30,89925
2013-12-31,90293
2014-01-01,90665
2014-01-02,91075
2014-01-03,91057
2014-01-04,91348
2014-01-05,91312
2014-01-06,91405
2014-01-07,91767
2014-01-08,92251
2014-01-09,92542
2014-01-10,92760
2014-01-11,93078
2014-01-12,93401
2014-01-13,93718
2014-01-14,93956
2014-01-15,94502
2014-01-16,94687
2014-01-17,95352
2014-01-18,95667
2014-01-19,96018
2014-01-20,96137
2014-01-21,96385
2014-01-22,96877
2014-01-23,97197
2014-01-24,97636
2014-01-25,97852
2014-01-26,98271
2014-01-27,98769
2014-01-28,99128
2014-01-29,99637
2014-01-30,100121
2014-01-31,100633
2014-02-01,101324
2014-02-02,101503
2014-02-03,101754
2014-02-04,102187
2014-02-05,102509
2014-02-06,102956
2014-02-07,103329
2014-02-08,103690
2014-02-09,104161
2014-02-10,104637
2014-02-11,104921
2014-02-12,102945
2014-02-13,103314
2014-02-14,103411
2014-02-15,103742
2014-02-16,104217
2014-02-17,104151
2014-02-18,104597
2014-02-19,104932
2014-02-20,105175
2014-02-21,105733
2014-02-22,106073
2014-02-23,106313
2014-02-24,106763
2014-02-25,107421
2014-02-26,107861
2014-02-27,108381
2014-02-28,108732
2014-03-01,109058
2014-03-02,109363
2014-03-03,109451
2014-03-04,109478
2014-03-05,109681
2014-03-06,110112
2014-03-07,110590
2014-03-08,110781
2014-03-09,111148
2014-03-10,111640
2014-03-11,111756
2014-03-12,112111
2014-03-13,112346
2014-03-14,112484
2014-03-15,112693
2014-03-16,113143
2014-03-17,113264
2014-03-18,113654
2014-03-19,113786
2014-03-20,113852
2014-03-21,113845
2014-03-22,112955
2014-03-23,113428
2014-03-24,113726
2014-03-25,113849
2014-03-26,113838
2014-03-27,114080
2014-03-28,114300
2014-03-29,114568
2014-03-30,114918
2014-03-31,115114
2014-04-01,115312
2014-04-02,115624
2014-04-03,115872
2014-04-04,115908
2014-04-05,116098
2014-04-06,116292
2014-04-07,116540
2014-04-08,116585
2014-04-09,116575
2014-04-10,116693
2014-04-11,116884
2014-04-12,117018
2014-04-13,117305
2014-04-14,117198
2014-04-15,117166
2014-04-16,117218
2014-04-17,117348
2014-04-18,117577
2014-04-19,117692
2014-04-20,117780
2014-04-21,117929
2014-04-22,117993
2014-04-23,118007
2014-04-24,117960
2014-04-25,118082
2014-04-26,118254
2014-04-27,118404
2014-04-28,118688
2014-04-29,118648
2014-04-30,118788
2014-05-01,118897
2014-05-02,119040
2014-05-03,119090
2014-05-04,119187
2014-05-05,119344
2014-05-06,119393
2014-05-07,119506
2014-05-08,119543
2014-05-09,119657
2014-05-10,119949
2014-05-11,120009
2014-05-12,120114
2014-05-13,120155
2014-05-14,120252
2014-05-15,119985
2014-05-16,119991
2014-05-17,119996
2014-05-18,120226
2014-05-19,120207
2014-05-20,120192
2014-05-21,120217
2014-05-22,120202
2014-05-23,120272
2014-05-24,120265
2014-05-25,120313
2014-05-26,120303
2014-05-27,120409
2014-05-28,120465
2014-05-29,120361
2014-05-30,120440
2014-05-31,120530
2014-06-01,120546
2014-06-02,120625
2014-06-03,120682
2014-06-04,120980
2014-06-05,121071
2014-06-06,121053
2014-06-07,121324
2014-06-08,121218
2014-06-09,121189
2014-06-10,121386
2014-06-11,121345
2014-06-12,121445
2014-06-13,121333
2014-06-14,121481
2014-06-15,121597
2014-06-16,121654
2014-06-17,121908
2014-06-18,122175
2014-06-19,121841
2014-06-20,121952
2014-06-21,122087
2014-06-22,122167
2014-06-23,122280
2014-06-24,122342
2014-06-25,122446
2014-06-26,122503
2014-06-27,122591
2014-06-28,122526
2014-06-29,122675
2014-06-30,122521
2014-07-01,122516
2014-07-02,122575
2014-07-03,122657
2014-07-04,122856
2014-07-05,122959
2014-07-06,123110
2014-07-07,123173
2014-07-08,123160
2014-07-09,123048
2014-07-10,123232
2014-07-11,123330
2014-07-12,123527
2014-07-13,123529
2014-07-14,123662
2014-07-15,123832
2014-07-16,123960
2014-07-17,123994
2014-07-18,123996
2014-07-19,124056
2014-07-20,124309
2014-07-21,124197
2014-07-22,124200
2014-07-23,124219
2014-07-24,124146
2014-07-25,124243
2014-07-26,124298
2014-07-27,124480
2014-07-28,124508
2014-07-29,124589
2014-07-30,124654
2014-07-31,124680
2014-08-01,124765
2014-08-02,124890
2014-08-03,125009
2014-08-04,125171
2014-08-05,125277
2014-08-06,125155
2014-08-07,125103
2014-08-08,124952
2014-08-09,125026
2014-08-10,125266
2014-08-11,125378
2014-08-12,125512
2014-08-13,125501
2014-08-14,125614
2014-08-15,125527
2014-08-16,124999
2014-08-17,125148
2014-08-18,125326
2014-08-19,125656
2014-08-20,125920
2014-08-21,126000
2014-08-22,126028
2014-08-23,126041
2014-08-24,126168
2014-08-25,126200
2014-08-26,126260
2014-08-27,126342
2014-08-28,126402
2014-08-29,126681
2014-08-30,126697
2014-08-31,126843
2014-09-01,126879
2014-09-02,126812
2014-09-03,127027
2014-09-04,127186
2014-09-05,127134
2014-09-06,127133
2014-09-07,127174
2014-09-08,127355
2014-09-09,126752
2014-09-10,126640
2014-09-11,126738
2014-09-12,127001
2014-09-13,127067
2014-09-14,127174
2014-09-15,127016
2014-09-16,126882
2014-09-17,126832
2014-09-18,126896
2014-09-19,127031
2014-09-20,127124
2014-09-21,127225
2014-09-22,127338
2014-09-23,127172
2014-09-24,127282
2014-09-25,127110
2014-09-26,127167
2014-09-27,127182
2014-09-28,127390
2014-09-29,127363
2014-09-30,127450
2014-10-01,127632
2014-10-02,127835
2014-10-03,127703
2014-10-04,127589
2014-10-05,127607
2014-10-06,127764
2014-10-07,127953
2014-10-08,128026
2014-10-09,128249
2014-10-10,128643
2014-10-11,128728
2014-10-12,128815
2014-10-13,128816
2014-10-14,128798
2014-10-15,128896
2014-10-16,128956
2014-10-17,129058
2014-10-18,129132
2014-10-19,129318
2014-10-20,129207
2014-10-21,129451
2014-10-22,129530
2014-10-23,129598
2014-10-24,129724
2014-10-25,129922
2014-10-26,129982
2014-10-27,129958
2014-10-28,130169
2014-10-29,130483
2014-10-30,130598
2014-10-31,130803
2014-11-01,131152
2014-11-02,131234
2014-11-03,131373
2014-11-04,131322
2014-11-05,131368
2014-11-06,131205
2014-11-07,131264
2014-11-08,131330
2014-11-09,131418
2014-11-10,131522
2014-11-11,131692
2014-11-12,131748
2014-11-13,131877
2014-11-14,132221
2014-11-15,132274
2014-11-16,132312
2014-11-17,132178
2014-11-18,132344
2014-11-19,132591
2014-11-20,132247
2014-11-21,132338
2014-11-22,132495
2014-11-23,132745
2014-11-24,132688
2014-11-25,132397
2014-11-26,132572
2014-11-27,132695
2014-11-28,132771
2014-11-29,132884
2014-11-30,132701
2014-12-01,132977
2014-12-02,133119
2014-12-03,133364
2014-12-04,132890
2014-12-05,133010
2014-12-06,132600
2014-12-07,132815
2014-12-08,132745
2014-12-09,132844
2014-12-10,132889
2014-12-11,132982
2014-12-12,133125
2014-12-13,133190
2014-12-14,133375
2014-12-15,133555
2014-12-16,133876
2014-12-17,133905
2014-12-18,133554
2014-12-19,133706
2014-12-20,133697
2014-12-21,133700
2014-12-22,133775
2014-12-23,133897
2014-12-24,133757
2014-12-25,133895
2014-12-26,133998
2014-12-27,133931
2014-12-28,133948
2014-12-29,133998
2014-12-30,134050
2014-12-31,134207
2015-01-01,134189
2015-01-02,134296
2015-01-03,134122
2015-01-04,134197
2015-01-05,134244
2015-01-06,134390
2015-01-07,134604
2015-01-08,134583
2015-01-09,134673
2015-01-10,134742
2015-01-11,134993
2015-01-12,134861
2015-01-13,134538
2015-01-14,134570
2015-01-15,134806
2015-01-16,134874
2015-01-17,135143
2015-01-18,135282
2015-01-19,134979
2015-01-20,135040
2015-01-21,135163
2015-01-22,135243
2015-01-23,135460
2015-01-24,135154
2015-01-25,134961
2015-01-26,134652
2015-01-27,134708
2015-01-28,134985
2015-01-29,135068
2015-01-30,135301
2015-01-31,135327
2015-02-01,135442
2015-02-02,135560
2015-02-03,135592
2015-02-04,135844
2015-02-05,135727
2015-02-06,136066
2015-02-07,136314
2015-02-08,136429
2015-02-09,136387
2015-02-10,136533
2015-02-11,136190
2015-02-12,136434
2015-02-13,136441
2015-02-14,136234
2015-02-15,135880
2015-02-16,136085
2015-02-17,136288
2015-02-18,136487
2015-02-19,136735
2015-02-20,136541
2015-02-21,136714
2015-02-22,136717
2015-02-23,136764
2015-02-24,137021
2015-02-25,137146
2015-02-26,137258
2015-02-27,137311
2015-02-28,137286
2015-03-01,137242
2015-03-02,137037
2015-03-03,137127
2015-03-04,137264
2015-03-05,137202
2015-03-06,137256
2015-03-07,137512
2015-03-08,137562
2015-03-09,137515
2015-03-10,137697
2015-03-11,137789
2015-03-12,137852
2015-03-13,137668
2015-03-14,137608
2015-03-15,137567
2015-03-16,137765
2015-03-17,138130
2015-03-18,137769
2015-03-19,137346
2015-03-20,137493
2015-03-21,137692
2015-03-22,137617
2015-03-23,137742
2015-03-24,137860
2015-03-25,138065
2015-03-26,138094
2015-03-27,138174
2015-03-28,138378
2015-03-29,138519
2015-03-30,138366
2015-03-31,138492
2015-04-01,139119
2015-04-02,139112
2015-04-03,139312
2015-04-04,139399
2015-04-05,139323
2015-04-06,139241
2015-04-07,139227
2015-04-08,139330
2015-04-09,139389
2015-04-10,139482
2015-04-11,139649
2015-04-12,139723
2015-04-13,139801
2015-04-14,139727
2015-04-15,140026
2015-04-16,140210
2015-04-17,140394
2015-04-18,140546
2015-04-19,140693
2015-04-20,140762
2015-04-21,140736
2015-04-22,140873
2015-04-23,140742
2015-04-24,140487
2015-04-25,140545
2015-04-26,140630
2015-04-27,140680
2015-04-28,140848
2015-04-29,140960
2015-04-30,141094
2015-05-01,141169
2015-05-02,141260
2015-05-03,141322
2015-05-04,141290
2015-05-05,141394
2015-05-06,141536
2015-05-07,141584
2015-05-08,141720
2015-05-09,141612
2015-05-10,140943
2015-05-11,140842
2015-05-12,140879
2015-05-13,141210
2015-05-14,141232
2015-05-15,141388
2015-05-16,141560
2015-05-17,141454
2015-05-18,141691
2015-05-19,141662
2015-05-20,141907
2015-05-21,142029
2015-05-22,142133
2015-05-23,142118
2015-05-24,142244
2015-05-25,142373
2015-05-26,142313
2015-05-27,142418
2015-05-28,142502
2015-05-29,142383
2015-05-30,142254
2015-05-31,142274
2015-06-01,142448
2015-06-02,142327
2015-06-03,142441
2015-06-04,142431
2015-06-05,142553
2015-06-06,142650
2015-06-07,142786
2015-06-08,142732
2015-06-09,142794
2015-06-10,142762
2015-06-11,142839
2015-06-12,142822
2015-06-13,142924
2015-06-14,142997
2015-06-15,143445
2015-06-16,144027
2015-06-17,144170
2015-06-18,142848
2015-06-19,143074
2015-06-20,143253
2015-06-21,143341
2015-06-22,143078
2015-06-23,143325
2015-06-24,143473
2015-06-25,143115
2015-06-26,142928
2015-06-27,143050
2015-06-28,143090
2015-06-29,143143
2015-06-30,142975
2015-07-01,143027
2015-07-02,143167
2015-07-03,143140
2015-07-04,143161
2015-07-05,143264
2015-07-06,143338
2015-07-07,143649
2015-07-08,144152
2015-07-09,143796
2015-07-10,143633
2015-07-11,143693
2015-07-12,143603
2015-07-13,143685
2015-07-14,143574
2015-07-15,143866
2015-07-16,143923
2015-07-17,144080
2015-07-18,144239
2015-07-19,144176
2015-07-20,144290
2015-07-21,144331
2015-07-22,144291
2015-07-23,144175
2015-07-24,144137
2015-07-25,144143
2015-07-26,144039
2015-07-27,143995
2015-07-28,143892
2015-07-29,144012
2015-07-30,144253
2015-07-31,144002
2015-08-01,144132
2015-08-02,144183
2015-08-03,144208
2015-08-04,144648
2015-08-05,144656
2015-08-06,144561
2015-08-07,144365
2015-08-08,144612
2015-08-09,144554
2015-08-10,144460
2015-08-11,144554
2015-08-12,144861
2015-08-13,144735
2015-08-14,144762
2015-08-15,144913
2015-08-16,144936
2015-08-17,144980
2015-08-18,144801
2015-08-19,144898
2015-08-20,144933
2015-08-21,145061
2015-08-22,145308
2015-08-23,145195
2015-08-24,144987
2015-08-25,145159
2015-08-26,145552
2015-08-27,145978
2015-08-28,146072
2015-08-29,146259
2015-08-30,146352
2015-08-31,146455
2015-09-01,146572
2015-09-02,146781
2015-09-03,146838
2015-09-04,146760
2015-09-05,146964
2015-09-06,146951
2015-09-07,146952
2015-09-08,147095
2015-09-09,147083
2015-09-10,147211
2015-09-11,147480
2015-09-12,147466
2015-09-13,147464
2015-09-14,147386
2015-09-15,147570
2015-09-16,147645
2015-09-17,147731
2015-09-18,147909
2015-09-19,147958
2015-09-20,148081
2015-09-21,147808
2015-09-22,147992
2015-09-23,148049
2015-09-24,148063
2015-09-25,148008
2015-09-26,148170
2015-09-27,148127
2015-09-28,148154
2015-09-29,148344
2015-09-30,148285
2015-10-01,148550
2015-10-02,148650
2015-10-03,148930
2015-10-04,149028
2015-10-05,149227
2015-10-06,149493
2015-10-07,149390
2015-10-08,149599
2015-10-09,149736
2015-10-10,149939
2015-10-11,150105
2015-10-12,149684
2015-10-13,149764
2015-10-14,149850
2015-10-15,149829
2015-10-16,149987
2015-10-17,149978
2015-10-18,149913
2015-10-19,149812
2015-10-20,149509
2015-10-21,149494
2015-10-22,149537
2015-10-23,149541
2015-10-24,149519
2015-10-25,149254
2015-10-26,149292
2015-10-27,149493
2015-10-28,149720
2015-10-29,149731
2015-10-30,149398
2015-10-31,149589
2015-11-01,149471
2015-11-02,149535
2015-11-03,149199
2015-11-04,148789
2015-11-05,148407
2015-11-06,148314
2015-11-07,148582
2015-11-08,148515
2015-11-09,148327
2015-11-10,148453
2015-11-11,148549
2015-11-12,148577
2015-11-13,148899
2015-11-14,149184
2015-11-15,149168
2015-11-16,149195
2015-11-17,149453
2015-11-18,149869
2015-11-19,149950
2015-11-20,150072
2015-11-21,150240
2015-11-22,150266
2015-11-23,150325
2015-11-24,150600
2015-11-25,150695
2015-11-26,150300
2015-11-27,150154
2015-11-28,150340
2015-11-29,150446
2015-11-30,150051
2015-12-01,150450
2015-12-02,150047
2015-12-03,150161
2015-12-04,150270
2015-12-05,150326
2015-12-06,150381
2015-12-07,150541
2015-12-08,150520
2015-12-09,150438
2015-12-10,150627
2015-12-11,150717
2015-12-12,150513
2015-12-13,150633
2015-12-14,150676
2015-12-15,150859
2015-12-16,151101
2015-12-17,151099
2015-12-18,151341
2015-12-19,151515
2015-12-20,151506
2015-12-21,151705
2015-12-22,151997
2015-12-23,151961
2015-12-24,152168
2015-12-25,152372
2015-12-26,152661
2015-12-27,152619
2015-12-28,152500
2015-12-29,152569
2015-12-30,152539
2015-12-31,152879
2016-01-01,153215
2016-01-02,153375
2016-01-03,153497
2016-01-04,153605
2016-01-05,153714
2016-01-06,153542
2016-01-07,153622
2016-01-08,153825
2016-01-09,154098
2016-01-10,154469
2016-01-11,154425
2016-01-12,154526
2016-01-13,154620
2016-01-14,155133
2016-01-15,155037
2016-01-16,155199
2016-01-17,155456
2016-01-18,155676
2016-01-19,155720
2016-01-20,155964
2016-01-21,156148
2016-01-22,156417
2016-01-23,156482
2016-01-24,156758
2016-01-25,157318
2016-01-26,157739
2016-01-27,158098
2016-01-28,158486
2016-01-29,158460
2016-01-30,158945
2016-01-31,159444
2016-02-01,158810
2016-02-02,158621
2016-02-03,158376
2016-02-04,158749
2016-02-05,158448
2016-02-06,158833
2016-02-07,158885
2016-02-08,158987
2016-02-09,159214
2016-02-10,159592
2016-02-11,159672
2016-02-12,159692
2016-02-13,160009
2016-02-14,159300
2016-02-15,159256
2016-02-16,158580
2016-02-17,158506
2016-02-18,158451
2016-02-19,158629
2016-02-20,158755
2016-02-21,158878
2016-02-22,159102
2016-02-23,159467
2016-02-24,159216
2016-02-25,158903
2016-02-26,158940
2016-02-27,159144
2016-02-28,159229
2016-02-29,159831
2016-03-01,160385
2016-03-02,160412
2016-03-03,159703
2016-03-04,159621
2016-03-05,159430
2016-03-06,159417
2016-03-07,159544
2016-03-08,159498
2016-03-09,159305
2016-03-10,158946
2016-03-11,159248
2016-03-12,159425
2016-03-13,159579
2016-03-14,159412
2016-03-15,159488
2016-03-16,159812
2016-03-17,160196
2016-03-18,160484
2016-03-19,160907
2016-03-20,161183
2016-03-21,161271
2016-03-22,161660
2016-03-23,161791
2016-03-24,161554
2016-03-25,161790
2016-03-26,161401
2016-03-27,161424
2016-03-28,160952
2016-03-29,159913
2016-03-30,159896
2016-03-31,160157
2016-04-01,160475
2016-04-02,160648
2016-04-03,160681
2016-04-04,160550
2016-04-05,160573
2016-04-06,160837
2016-04-07,161268
2016-04-08,161649
2016-04-09,161963
2016-04-10,162273
2016-04-11,162490
2016-04-12,162324
2016-04-13,162548
2016-04-14,162890
2016-04-15,162799
2016-04-16,163042
2016-04-17,163013
2016-04-18,163064
2016-04-19,163597
2016-04-20,163745
2016-04-21,163777
2016-04-22,163952
2016-04-23,164154
2016-04-24,164399
2016-04-25,164195
2016-04-26,164318
2016-04-27,164642
2016-04-28,164757
2016-04-29,164868
2016-04-30,164995
2016-05-01,165014
2016-05-02,164474
2016-05-03,164090
2016-05-04,163814
2016-05-05,164299
2016-05-06,164560
2016-05-07,164444
2016-05-08,164531
2016-05-09,164763
2016-05-10,164716
2016-05-11,165009
2016-05-12,165037
2016-05-13,164834
2016-05-14,165111
2016-05-15,165458
2016-05-16,165587
2016-05-17,165944
2016-05-18,166266
2016-05-19,166338
2016-05-20,166963
2016-05-21,167299
2016-05-22,167135
2016-05-23,167343
2016-05-24,167511
2016-05-25,167733
2016-05-26,167679
2016-05-27,167665
2016-05-28,168114
2016-05-29,168064
2016-05-30,167006
2016-05-31,167229
2016-06-01,166998
2016-06-02,167709
2016-06-03,168110
2016-06-04,168517
2016-06-05,168988
2016-06-06,169068
2016-06-07,169759
2016-06-08,170388
2016-06-09,170607
2016-06-10,171204
2016-06-11,171876
2016-06-12,171980
2016-06-13,171809
2016-06-14,171366
2016-06-15,170941
2016-06-16,170971
2016-06-17,171293
2016-06-18,171575
2016-06-19,171497
2016-06-20,171882
2016-06-21,172217
2016-06-22,172326
2016-06-23,172432
2016-06-24,172285
2016-06-25,172774
2016-06-26,172784
2016-06-27,172889
2016-06-28,173240
2016-06-29,173614
2016-06-30,173365
2016-07-01,173167
2016-07-02,173793
2016-07-03,174358
2016-07-04,174932
2016-07-05,175738
2016-07-06,175329
2016-07-07,174511
2016-07-08,174693
2016-07-09,175097
2016-07-10,175359
2016-07-11,175343
2016-07-12,175576
2016-07-13,175910
2016-07-14,175902
2016-07-15,176557
2016-07-16,177002
2016-07-17,176595
2016-07-18,175558
2016-07-19,176084
2016-07-20,176716
2016-07-21,177637
2016-07-22,177921
2016-07-23,177250
2016-07-24,177412
2016-07-25,177694
2016-07-26,178143
2016-07-27,178778
2016-07-28,179204
2016-07-29,178178
2016-07-30,178391
2016-07-31,178522
2016-08-01,178220
2016-08-02,178065
2016-08-03,178555
2016-08-04,178397
2016-08-05,179021
2016-08-06,179552
2016-08-07,179233
2016-08-08,179215
2016-08-09,179458
2016-08-10,179790
2016-08-11,180832
2016-08-12,181316
2016-08-13,181189
2016-08-14,180427
2016-08-15,180149
2016-08-16,180675
2016-08-17,181034
2016-08-18,180948
2016-08-19,181978
2016-08-20,182369
2016-08-21,182792
2016-08-22,182858
2016-08-23,183042
2016-08-24,183317
2016-08-25,182733
2016-08-26,182680
2016-08-27,182698
2016-08-28,182651
2016-08-29,182305
2016-08-30,182339
2016-08-31,182389
2016-09-01,182243
2016-09-02,182587
2016-09-03,182562
2016-09-04,181784
2016-09-05,181546
2016-09-06,181590
2016-09-07,181501
2016-09-08,181431
2016-09-09,181335
2016-09-10,181583
2016-09-11,181718
2016-09-12,181945
2016-09-13,182062
2016-09-14,182604
2016-09-15,183112
2016-09-16,183394
2016-09-17,182817
2016-09-18,182853
2016-09-19,182984
2016-09-20,183266
2016-09-21,184256
2016-09-22,184751
2016-09-23,184659
2016-09-24,185058
2016-09-25,185250
2016-09-26,185300
2016-09-27,185265
2016-09-28,185488
2016-09-29,185531
2016-09-30,186034
2016-10-01,185794
2016-10-02,185817
2016-10-03,185831
2016-10-04,185852
2016-10-05,186378
2016-10-06,186965
2016-10-07,187276
2016-10-08,187496
2016-10-09,187241
2016-10-10,187628
2016-10-11,187591
2016-10-12,187798
2016-10-13,188127
2016-10-14,188726
2016-10-15,189038
2016-10-16,189025
2016-10-17,189181
2016-10-18,188859
2016-10-19,189111
2016-10-20,189595
2016-10-21,190397
2016-10-22,190136
2016-10-23,190287
2016-10-24,189844
2016-10-25,190328
2016-10-26,191018
2016-10-27,190647
2016-10-28,190953
2016-10-29,190959
2016-10-30,191188
2016-10-31,191312
2016-11-01,190965
2016-11-02,191865
2016-11-03,192471
2016-11-04,192957
2016-11-05,193616
2016-11-06,194314
2016-11-07,194433
2016-11-08,194790
2016-11-09,194615
2016-11-10,194542
2016-11-11,195067
2016-11-12,194813
2016-11-13,195062
2016-11-14,195388
2016-11-15,195938
2016-11-16,196159
2016-11-17,196424
2016-11-18,196924
2016-11-19,196926
2016-11-20,197017
2016-11-21,197833
2016-11-22,199028
2016-11-23,199837
2016-11-24,200025
2016-11-25,199678
2016-11-26,199047
2016-11-27,199270
2016-11-28,198970
2016-11-29,199484
2016-11-30,199696
2016-12-01,199803
2016-12-02,200738
2016-12-03,200450
2016-12-04,200423
2016-12-05,200974
2016-12-06,200325
2016-12-07,199292
2016-12-08,198984
2016-12-09,199437
2016-12-10,199831
2016-12-11,200016
2016-12-12,200218
2016-12-13,200546
2016-12-14,201737
2016-12-15,202173
2016-12-16,203081
2016-12-17,204391
2016-12-18,204051
2016-12-19,204390
2016-12-20,204581
2016-12-21,204682
2016-12-22,204794
2016-12-23,205216
2016-12-24,205598
2016-12-25,205548
2016-12-26,205080
2016-12-27,204796
2016-12-28,204988
2016-12-29,205566
2016-12-30,206230
2016-12-31,206739
2017-01-01,209409
2017-01-02,208507
2017-01-03,208532
2017-01-04,208435
2017-01-05,208553
2017-01-06,208350
2017-01-07,208526
2017-01-08,208023
2017-01-09,208499
2017-01-10,208834
2017-01-11,209024
2017-01-12,209501
2017-01-13,210605
2017-01-14,210873
2017-01-15,210873
2017-01-16,210979
2017-01-17,213392
2017-01-18,214094
2017-01-19,214540
2017-01-20,214746
2017-01-21,214819
2017-01-22,214663
2017-01-23,214950
2017-01-24,215723
2017-01-25,216088
2017-01-26,215252
2017-01-27,215042
2017-01-28,215949
2017-01-29,215979
2017-01-30,216394
2017-01-31,216623
2017-02-01,218931
2017-02-02,219618
2017-02-03,220112
2017-02-04,220853
2017-02-05,220209
2017-02-06,218943
2017-02-07,219306
2017-02-08,219788
2017-02-09,219755
2017-02-10,219714
2017-02-11,219130
2017-02-12,218926
2017-02-13,218681
2017-02-14,219049
2017-02-15,220105
2017-02-16,221866
2017-02-17,225237
2017-02-18,225369
2017-02-19,225611
2017-02-20,226550
2017-02-21,227530
2017-02-22,227766
2017-02-23,229013
2017-02-24,229262
2017-02-25,228626
2017-02-26,226749
2017-02-27,227264
2017-02-28,228193
2017-03-01,229464
2017-03-02,230403
2017-03-03,231413
2017-03-04,232536
2017-03-05,231552
2017-03-06,232296
2017-03-07,233133
2017-03-08,233279
2017-03-09,233117
2017-03-10,231451
2017-03-11,230503
2017-03-12,227935
2017-03-13,228104
2017-03-14,227807
2017-03-15,226677
2017-03-16,227708
2017-03-17,227523
2017-03-18,227192
2017-03-19,227335
2017-03-20,227944
2017-03-21,228637
2017-03-22,228939
2017-03-23,229531
2017-03-24,229792
2017-03-25,229450
2017-03-26,230020
2017-03-27,231313
2017-03-28,231550
2017-03-29,231608
2017-03-30,231222
2017-03-31,231755
2017-04-01,232152
2017-04-02,231862
2017-04-03,231701
2017-04-04,232504
2017-04-05,233462
2017-04-06,233844
2017-04-07,232957
2017-04-08,231429
2017-04-09,231104
2017-04-10,232127
2017-04-11,232062
2017-04-12,232301
2017-04-13,233763
2017-04-14,234787
2017-04-15,234925
2017-04-16,234871
2017-04-17,235316
2017-04-18,236201
2017-04-19,235406
2017-04-20,236142
2017-04-21,237889
2017-04-22,237593
2017-04-23,237059
2017-04-24,238148
2017-04-25,238821
2017-04-26,238688
2017-04-27,240085
2017-04-28,240949
2017-04-29,241587
2017-04-30,240510
2017-05-01,240464
2017-05-02,241298
2017-05-03,242426
2017-05-04,243228
2017-05-05,245026
2017-05-06,244652
2017-05-07,243825
2017-05-08,244494
2017-05-09,245068
2017-05-10,247354
2017-05-11,249032
2017-05-12,251148
2017-05-13,252227
2017-05-14,252562
2017-05-15,253679
2017-05-16,254267
2017-05-17,255079
2017-05-18,255828
2017-05-19,257228
2017-05-20,255849
2017-05-21,255022
2017-05-22,254857
2017-05-23,255357
2017-05-24,255730
2017-05-25,257018
2017-05-26,257762
2017-05-27,257723
2017-05-28,258197
2017-05-29,258023
2017-05-30,256758
2017-05-31,256589
2017-06-01,257034
2017-06-02,256693
2017-06-03,255103
2017-06-04,254389
2017-06-05,254490
2017-06-06,255438
2017-06-07,256168
2017-06-08,256289
2017-06-09,256780
2017-06-10,255302
2017-06-11,254174
2017-06-12,253682
2017-06-13,254984
2017-06-14,254794
2017-06-15,255162
2017-06-16,255429
2017-06-17,254411
2017-06-18,253048
2017-06-19,252397
2017-06-20,253795
2017-06-21,253213
2017-06-22,253103
2017-06-23,252924
2017-06-24,252320
2017-06-25,252752
2017-06-26,252594
2017-06-27,255020
2017-06-28,255240
2017-06-29,255313
2017-06-30,255372
2017-07-01,255347
2017-07-02,254714
2017-07-03,254744
2017-07-04,256790
2017-07-05,256951
2017-07-06,256606
2017-07-07,255742
2017-07-08,255802
2017-07-09,255380
2017-07-10,255771
2017-07-11,257907
2017-07-12,258309
2017-07-13,259429
2017-07-14,260298
2017-07-15,260495
2017-07-16,259554
2017-07-17,258602
2017-07-18,259483
2017-07-19,259638
2017-07-20,258321
2017-07-21,258079
2017-07-22,258129
2017-07-23,257565
2017-07-24,257733
2017-07-25,260099
2017-07-26,260776
2017-07-27,262049
2017-07-28,263421
2017-07-29,262764
2017-07-30,263630
2017-07-31,265766
2017-08-01,265129
2017-08-02,261873
2017-08-03,261047
2017-08-04,260616
2017-08-05,259288
2017-08-06,258305
2017-08-07,257795
2017-08-08,258581
2017-08-09,259085
2017-08-10,259808
2017-08-11,260147
2017-08-12,260319
2017-08-13,258877
2017-08-14,259929
2017-08-15,261552
2017-08-16,262305
2017-08-17,261750
2017-08-18,262778
2017-08-19,262955
2017-08-20,262634
2017-08-21,263808
2017-08-22,265274
2017-08-23,265286
2017-08-24,266440
2017-08-25,268499
2017-08-26,268809
2017-08-27,267582
2017-08-28,268305
2017-08-29,268417
2017-08-30,268304
2017-08-31,268394
2017-09-01,269119
2017-09-02,270046
2017-09-03,269788
2017-09-04,269620
2017-09-05,270402
2017-09-06,271331
2017-09-07,271617
2017-09-08,272659
2017-09-09,273617
2017-09-10,273326
2017-09-11,272263
2017-09-12,273131
2017-09-13,273959
2017-09-14,274962
2017-09-15,276951
2017-09-16,278128
2017-09-17,278571
2017-09-18,279997
2017-09-19,280163
2017-09-20,280857
2017-09-21,280979
2017-09-22,282339
2017-09-23,282968
2017-09-24,283313
2017-09-25,284409
2017-09-26,284910
2017-09-27,286042
2017-09-28,286262
2017-09-29,287356
2017-09-30,287413
2017-10-01,287824
